src,dst,src_type,dst_type,src_scope,dst_scope
google.network_performance,blended.checkout,mediator,mediator,google,blended
google.network_performance,blended.conversion.rate,mediator,outcome,google,blended
google.network_performance,blended.conversion_value,mediator,outcome,google,blended
google.network_performance,blended.conversions,mediator,outcome,google,blended
google.network_performance,blended.mer,mediator,outcome,google,blended
google.network_performance,blended.orders,mediator,outcome,google,blended
google.network_performance,blended.revenue,mediator,outcome,google,blended
google.network_performance,ecom.aov,mediator,outcome,google,ecom
google.network_performance,ecom.customers,mediator,outcome,google,ecom
google.network_performance,ecom.days_between_orders.avg,mediator,outcome,google,ecom
google.network_performance,ecom.new_customer_orders,mediator,outcome,google,ecom
google.network_performance,ecom.orders,mediator,outcome,google,ecom
google.network_performance,ecom.orders_per_customer.avg,mediator,outcome,google,ecom
google.network_performance,ecom.returning_customer_orders,mediator,outcome,google,ecom
google.network_performance,ecom.revenue,mediator,outcome,google,ecom
google.network_performance,google.ad_position,mediator,mediator,google,google
google.network_performance,google.clicks,mediator,mediator,google,google
google.network_performance,google.conversions,mediator,outcome,google,google
google.network_performance,google.cpa,mediator,outcome,google,google
google.network_performance,google.daily_trend,mediator,mediator,google,google
google.network_performance,google.hourly_performance,mediator,mediator,google,google
google.network_performance,google.impressions,mediator,mediator,google,google
google.network_performance,google.performance,mediator,mediator,google,google
google.network_performance,google.revenue,mediator,outcome,google,google
google.network_performance,google.roas,mediator,outcome,google,google
google.network_performance,google.search,mediator,mediator,google,google
google.network_performance,google.search_intent,mediator,mediator,google,google
google.network_performance,google.search_terms,mediator,mediator,google,google
google.network_performance,google.shopping_performance,mediator,mediator,google,google
google.network_performance,klaviyo.daily_trend,mediator,mediator,google,klaviyo
google.network_performance,klaviyo.engagement_rates,mediator,mediator,google,klaviyo
google.network_performance,klaviyo.list_growth,mediator,mediator,google,klaviyo
google.network_performance,klaviyo.performance,mediator,mediator,google,klaviyo
google.network_performance,klaviyo.sms,mediator,mediator,google,klaviyo
google.network_performance,klaviyo.weekly_trend,mediator,mediator,google,klaviyo
google.network_performance,meta.clicks,mediator,mediator,google,meta
google.network_performance,meta.impressions,mediator,mediator,google,meta
google.network_performance,meta.monthly_trend,mediator,mediator,google,meta
google.network_performance,store.conversion,mediator,outcome,google,store
google.network_performance,store.price.avg,mediator,outcome,google,store
google.network_performance,store.revenue,mediator,outcome,google,store
google.network_performance,web.bounce.rate,mediator,mediator,google,web
google.network_performance,web.cart_abandonment,mediator,mediator,google,web
google.network_performance,web.conversion.rate,mediator,outcome,google,web
google.network_performance,web.engagement.rate,mediator,mediator,google,web
google.network_performance,web.orders,mediator,outcome,google,web
google.network_performance,web.revenue,mediator,outcome,google,web
google.network_performance,web.sessions,mediator,mediator,google,web
google.network_performance,web.users,mediator,mediator,google,web
google.performance,blended.active_campaigns,mediator,mediator,google,blended
google.performance,blended.aov,mediator,outcome,google,blended
google.performance,blended.checkout,mediator,mediator,google,blended
google.performance,blended.conversion.rate,mediator,outcome,google,blended
google.performance,blended.conversion_value,mediator,outcome,google,blended
google.performance,blended.conversions,mediator,outcome,google,blended
google.performance,blended.mer,mediator,outcome,google,blended
google.performance,blended.orders,mediator,outcome,google,blended
google.performance,blended.revenue,mediator,outcome,google,blended
google.performance,ecom.aov,mediator,outcome,google,ecom
google.performance,ecom.customers,mediator,outcome,google,ecom
google.performance,ecom.days_between_orders.avg,mediator,outcome,google,ecom
google.performance,ecom.new_customer_orders,mediator,outcome,google,ecom
google.performance,ecom.orders,mediator,outcome,google,ecom
google.performance,ecom.orders_per_customer.avg,mediator,outcome,google,ecom
google.performance,ecom.returning_customer_orders,mediator,outcome,google,ecom
google.performance,ecom.revenue,mediator,outcome,google,ecom
google.performance,google.ad_position,mediator,mediator,google,google
google.performance,google.clicks,mediator,mediator,google,google
google.performance,google.conversions,mediator,outcome,google,google
google.performance,google.cpa,mediator,outcome,google,google
google.performance,google.daily_trend,mediator,mediator,google,google
google.performance,google.hourly_performance,mediator,mediator,google,google
google.performance,google.impressions,mediator,mediator,google,google
google.performance,google.network_performance,mediator,mediator,google,google
google.performance,google.revenue,mediator,outcome,google,google
google.performance,google.roas,mediator,outcome,google,google
google.performance,google.search,mediator,mediator,google,google
google.performance,google.search_intent,mediator,mediator,google,google
google.performance,google.search_terms,mediator,mediator,google,google
google.performance,google.shopping_performance,mediator,mediator,google,google
google.performance,klaviyo.daily_trend,mediator,mediator,google,klaviyo
google.performance,klaviyo.engagement_rates,mediator,mediator,google,klaviyo
google.performance,klaviyo.list_growth,mediator,mediator,google,klaviyo
google.performance,klaviyo.performance,mediator,mediator,google,klaviyo
google.performance,klaviyo.sms,mediator,mediator,google,klaviyo
google.performance,klaviyo.weekly_trend,mediator,mediator,google,klaviyo
google.performance,meta.clicks,mediator,mediator,google,meta
google.performance,meta.impressions,mediator,mediator,google,meta
google.performance,meta.monthly_trend,mediator,mediator,google,meta
google.performance,store.conversion,mediator,outcome,google,store
google.performance,store.price.avg,mediator,outcome,google,store
google.performance,store.revenue,mediator,outcome,google,store
google.performance,web.bounce.rate,mediator,mediator,google,web
google.performance,web.cart_abandonment,mediator,mediator,google,web
google.performance,web.conversion.rate,mediator,outcome,google,web
google.performance,web.engagement.rate,mediator,mediator,google,web
google.performance,web.orders,mediator,outcome,google,web
google.performance,web.revenue,mediator,outcome,google,web
google.performance,web.sessions,mediator,mediator,google,web
google.performance,web.users,mediator,mediator,google,web
google.search,blended.active_campaigns,mediator,mediator,google,blended
google.search,blended.aov,mediator,outcome,google,blended
google.search,blended.checkout,mediator,mediator,google,blended
google.search,blended.conversion.rate,mediator,outcome,google,blended
google.search,blended.conversion_value,mediator,outcome,google,blended
google.search,blended.conversions,mediator,outcome,google,blended
google.search,blended.mer,mediator,outcome,google,blended
google.search,blended.orders,mediator,outcome,google,blended
google.search,blended.revenue,mediator,outcome,google,blended
google.search,ecom.aov,mediator,outcome,google,ecom
google.search,ecom.customers,mediator,outcome,google,ecom
google.search,ecom.days_between_orders.avg,mediator,outcome,google,ecom
google.search,ecom.new_customer_orders,mediator,outcome,google,ecom
google.search,ecom.orders,mediator,outcome,google,ecom
google.search,ecom.orders_per_customer.avg,mediator,outcome,google,ecom
google.search,ecom.returning_customer_orders,mediator,outcome,google,ecom
google.search,ecom.revenue,mediator,outcome,google,ecom
google.search,google.ad_position,mediator,mediator,google,google
google.search,google.clicks,mediator,mediator,google,google
google.search,google.conversions,mediator,outcome,google,google
google.search,google.cpa,mediator,outcome,google,google
google.search,google.daily_trend,mediator,mediator,google,google
google.search,google.hourly_performance,mediator,mediator,google,google
google.search,google.impressions,mediator,mediator,google,google
google.search,google.network_performance,mediator,mediator,google,google
google.search,google.performance,mediator,mediator,google,google
google.search,google.revenue,mediator,outcome,google,google
google.search,google.roas,mediator,outcome,google,google
google.search,google.search_intent,mediator,mediator,google,google
google.search,google.search_terms,mediator,mediator,google,google
google.search,google.shopping_performance,mediator,mediator,google,google
google.search,klaviyo.daily_trend,mediator,mediator,google,klaviyo
google.search,klaviyo.engagement_rates,mediator,mediator,google,klaviyo
google.search,klaviyo.list_growth,mediator,mediator,google,klaviyo
google.search,klaviyo.performance,mediator,mediator,google,klaviyo
google.search,klaviyo.sms,mediator,mediator,google,klaviyo
google.search,klaviyo.weekly_trend,mediator,mediator,google,klaviyo
google.search,meta.clicks,mediator,mediator,google,meta
google.search,meta.impressions,mediator,mediator,google,meta
google.search,meta.monthly_trend,mediator,mediator,google,meta
google.search,store.conversion,mediator,outcome,google,store
google.search,store.price.avg,mediator,outcome,google,store
google.search,store.revenue,mediator,outcome,google,store
google.search,web.bounce.rate,mediator,mediator,google,web
google.search,web.cart_abandonment,mediator,mediator,google,web
google.search,web.conversion.rate,mediator,outcome,google,web
google.search,web.engagement.rate,mediator,mediator,google,web
google.search,web.orders,mediator,outcome,google,web
google.search,web.revenue,mediator,outcome,google,web
google.search,web.sessions,mediator,mediator,google,web
google.search,web.users,mediator,mediator,google,web
google.search_intent,blended.active_campaigns,mediator,mediator,google,blended
google.search_intent,blended.aov,mediator,outcome,google,blended
google.search_intent,blended.checkout,mediator,mediator,google,blended
google.search_intent,blended.conversion.rate,mediator,outcome,google,blended
google.search_intent,blended.conversion_value,mediator,outcome,google,blended
google.search_intent,blended.conversions,mediator,outcome,google,blended
google.search_intent,blended.mer,mediator,outcome,google,blended
google.search_intent,blended.orders,mediator,outcome,google,blended
google.search_intent,blended.revenue,mediator,outcome,google,blended
google.search_intent,ecom.aov,mediator,outcome,google,ecom
google.search_intent,ecom.customers,mediator,outcome,google,ecom
google.search_intent,ecom.days_between_orders.avg,mediator,outcome,google,ecom
google.search_intent,ecom.new_customer_orders,mediator,outcome,google,ecom
google.search_intent,ecom.orders,mediator,outcome,google,ecom
google.search_intent,ecom.orders_per_customer.avg,mediator,outcome,google,ecom
google.search_intent,ecom.returning_customer_orders,mediator,outcome,google,ecom
google.search_intent,ecom.revenue,mediator,outcome,google,ecom
google.search_intent,google.ad_position,mediator,mediator,google,google
google.search_intent,google.clicks,mediator,mediator,google,google
google.search_intent,google.conversions,mediator,outcome,google,google
google.search_intent,google.cpa,mediator,outcome,google,google
google.search_intent,google.daily_trend,mediator,mediator,google,google
google.search_intent,google.hourly_performance,mediator,mediator,google,google
google.search_intent,google.impressions,mediator,mediator,google,google
google.search_intent,google.network_performance,mediator,mediator,google,google
google.search_intent,google.performance,mediator,mediator,google,google
google.search_intent,google.revenue,mediator,outcome,google,google
google.search_intent,google.roas,mediator,outcome,google,google
google.search_intent,google.search,mediator,mediator,google,google
google.search_intent,google.search_terms,mediator,mediator,google,google
google.search_intent,google.shopping_performance,mediator,mediator,google,google
google.search_intent,klaviyo.daily_trend,mediator,mediator,google,klaviyo
google.search_intent,klaviyo.engagement_rates,mediator,mediator,google,klaviyo
google.search_intent,klaviyo.list_growth,mediator,mediator,google,klaviyo
google.search_intent,klaviyo.performance,mediator,mediator,google,klaviyo
google.search_intent,klaviyo.sms,mediator,mediator,google,klaviyo
google.search_intent,klaviyo.weekly_trend,mediator,mediator,google,klaviyo
google.search_intent,meta.clicks,mediator,mediator,google,meta
google.search_intent,meta.impressions,mediator,mediator,google,meta
google.search_intent,meta.monthly_trend,mediator,mediator,google,meta
google.search_intent,store.conversion,mediator,outcome,google,store
google.search_intent,store.price.avg,mediator,outcome,google,store
google.search_intent,store.revenue,mediator,outcome,google,store
google.search_intent,web.bounce.rate,mediator,mediator,google,web
google.search_intent,web.cart_abandonment,mediator,mediator,google,web
google.search_intent,web.conversion.rate,mediator,outcome,google,web
google.search_intent,web.engagement.rate,mediator,mediator,google,web
google.search_intent,web.orders,mediator,outcome,google,web
google.search_intent,web.revenue,mediator,outcome,google,web
google.search_intent,web.sessions,mediator,mediator,google,web
google.search_intent,web.users,mediator,mediator,google,web
google.search_terms,blended.active_campaigns,mediator,mediator,google,blended
google.search_terms,blended.aov,mediator,outcome,google,blended
google.search_terms,blended.checkout,mediator,mediator,google,blended
google.search_terms,blended.conversion.rate,mediator,outcome,google,blended
google.search_terms,blended.conversion_value,mediator,outcome,google,blended
google.search_terms,blended.conversions,mediator,outcome,google,blended
google.search_terms,blended.mer,mediator,outcome,google,blended
google.search_terms,blended.orders,mediator,outcome,google,blended
google.search_terms,blended.revenue,mediator,outcome,google,blended
google.search_terms,ecom.aov,mediator,outcome,google,ecom
google.search_terms,ecom.customers,mediator,outcome,google,ecom
google.search_terms,ecom.days_between_orders.avg,mediator,outcome,google,ecom
google.search_terms,ecom.new_customer_orders,mediator,outcome,google,ecom
google.search_terms,ecom.orders,mediator,outcome,google,ecom
google.search_terms,ecom.orders_per_customer.avg,mediator,outcome,google,ecom
google.search_terms,ecom.returning_customer_orders,mediator,outcome,google,ecom
google.search_terms,ecom.revenue,mediator,outcome,google,ecom
google.search_terms,google.ad_position,mediator,mediator,google,google
google.search_terms,google.clicks,mediator,mediator,google,google
google.search_terms,google.conversions,mediator,outcome,google,google
google.search_terms,google.cpa,mediator,outcome,google,google
google.search_terms,google.daily_trend,mediator,mediator,google,google
google.search_terms,google.hourly_performance,mediator,mediator,google,google
google.search_terms,google.impressions,mediator,mediator,google,google
google.search_terms,google.network_performance,mediator,mediator,google,google
google.search_terms,google.performance,mediator,mediator,google,google
google.search_terms,google.revenue,mediator,outcome,google,google
google.search_terms,google.roas,mediator,outcome,google,google
google.search_terms,google.search,mediator,mediator,google,google
google.search_terms,google.search_intent,mediator,mediator,google,google
google.search_terms,google.shopping_performance,mediator,mediator,google,google
google.search_terms,klaviyo.daily_trend,mediator,mediator,google,klaviyo
google.search_terms,klaviyo.engagement_rates,mediator,mediator,google,klaviyo
google.search_terms,klaviyo.list_growth,mediator,mediator,google,klaviyo
google.search_terms,klaviyo.performance,mediator,mediator,google,klaviyo
google.search_terms,klaviyo.sms,mediator,mediator,google,klaviyo
google.search_terms,klaviyo.weekly_trend,mediator,mediator,google,klaviyo
google.search_terms,meta.clicks,mediator,mediator,google,meta
google.search_terms,meta.impressions,mediator,mediator,google,meta
google.search_terms,meta.monthly_trend,mediator,mediator,google,meta
google.search_terms,store.conversion,mediator,outcome,google,store
google.search_terms,store.price.avg,mediator,outcome,google,store
google.search_terms,store.revenue,mediator,outcome,google,store
google.search_terms,web.bounce.rate,mediator,mediator,google,web
google.search_terms,web.cart_abandonment,mediator,mediator,google,web
google.search_terms,web.conversion.rate,mediator,outcome,google,web
google.search_terms,web.engagement.rate,mediator,mediator,google,web
google.search_terms,web.orders,mediator,outcome,google,web
google.search_terms,web.revenue,mediator,outcome,google,web
google.search_terms,web.sessions,mediator,mediator,google,web
google.search_terms,web.users,mediator,mediator,google,web
google.shopping_performance,blended.active_campaigns,mediator,mediator,google,blended
google.shopping_performance,blended.aov,mediator,outcome,google,blended
google.shopping_performance,blended.checkout,mediator,mediator,google,blended
google.shopping_performance,blended.conversion.rate,mediator,outcome,google,blended
google.shopping_performance,blended.conversion_value,mediator,outcome,google,blended
google.shopping_performance,blended.conversions,mediator,outcome,google,blended
google.shopping_performance,blended.mer,mediator,outcome,google,blended
google.shopping_performance,blended.orders,mediator,outcome,google,blended
google.shopping_performance,blended.revenue,mediator,outcome,google,blended
google.shopping_performance,ecom.aov,mediator,outcome,google,ecom
google.shopping_performance,ecom.customers,mediator,outcome,google,ecom
google.shopping_performance,ecom.days_between_orders.avg,mediator,outcome,google,ecom
google.shopping_performance,ecom.new_customer_orders,mediator,outcome,google,ecom
google.shopping_performance,ecom.orders,mediator,outcome,google,ecom
google.shopping_performance,ecom.orders_per_customer.avg,mediator,outcome,google,ecom
google.shopping_performance,ecom.returning_customer_orders,mediator,outcome,google,ecom
google.shopping_performance,ecom.revenue,mediator,outcome,google,ecom
google.shopping_performance,google.ad_position,mediator,mediator,google,google
google.shopping_performance,google.clicks,mediator,mediator,google,google
google.shopping_performance,google.conversions,mediator,outcome,google,google
google.shopping_performance,google.cpa,mediator,outcome,google,google
google.shopping_performance,google.daily_trend,mediator,mediator,google,google
google.shopping_performance,google.hourly_performance,mediator,mediator,google,google
google.shopping_performance,google.impressions,mediator,mediator,google,google
google.shopping_performance,google.network_performance,mediator,mediator,google,google
google.shopping_performance,google.performance,mediator,mediator,google,google
google.shopping_performance,google.revenue,mediator,outcome,google,google
google.shopping_performance,google.roas,mediator,outcome,google,google
google.shopping_performance,google.search,mediator,mediator,google,google
google.shopping_performance,google.search_intent,mediator,mediator,google,google
google.shopping_performance,google.search_terms,mediator,mediator,google,google
google.shopping_performance,klaviyo.daily_trend,mediator,mediator,google,klaviyo
google.shopping_performance,klaviyo.engagement_rates,mediator,mediator,google,klaviyo
google.shopping_performance,klaviyo.list_growth,mediator,mediator,google,klaviyo
google.shopping_performance,klaviyo.performance,mediator,mediator,google,klaviyo
google.shopping_performance,klaviyo.sms,mediator,mediator,google,klaviyo
google.shopping_performance,klaviyo.weekly_trend,mediator,mediator,google,klaviyo
google.shopping_performance,meta.clicks,mediator,mediator,google,meta
google.shopping_performance,meta.impressions,mediator,mediator,google,meta
google.shopping_performance,meta.monthly_trend,mediator,mediator,google,meta
google.shopping_performance,store.conversion,mediator,outcome,google,store
google.shopping_performance,store.price.avg,mediator,outcome,google,store
google.shopping_performance,store.revenue,mediator,outcome,google,store
google.shopping_performance,web.bounce.rate,mediator,mediator,google,web
google.shopping_performance,web.cart_abandonment,mediator,mediator,google,web
google.shopping_performance,web.conversion.rate,mediator,outcome,google,web
google.shopping_performance,web.engagement.rate,mediator,mediator,google,web
google.shopping_performance,web.orders,mediator,outcome,google,web
google.shopping_performance,web.revenue,mediator,outcome,google,web
google.shopping_performance,web.sessions,mediator,mediator,google,web
google.shopping_performance,web.users,mediator,mediator,google,web
google.spend,blended.active_campaigns,controllable,mediator,google,blended
google.spend,blended.aov,controllable,outcome,google,blended
google.spend,blended.checkout,controllable,mediator,google,blended
google.spend,blended.conversion.rate,controllable,outcome,google,blended
google.spend,blended.conversion_value,controllable,outcome,google,blended
google.spend,blended.conversions,controllable,outcome,google,blended
google.spend,blended.orders,controllable,outcome,google,blended
google.spend,blended.revenue,controllable,outcome,google,blended
google.spend,ecom.aov,controllable,outcome,google,ecom
google.spend,ecom.customers,controllable,outcome,google,ecom
google.spend,ecom.days_between_orders.avg,controllable,outcome,google,ecom
google.spend,ecom.new_customer_orders,controllable,outcome,google,ecom
google.spend,ecom.orders,controllable,outcome,google,ecom
google.spend,ecom.orders_per_customer.avg,controllable,outcome,google,ecom
google.spend,ecom.returning_customer_orders,controllable,outcome,google,ecom
google.spend,ecom.revenue,controllable,outcome,google,ecom
google.spend,google.ad_position,controllable,mediator,google,google
google.spend,google.clicks,controllable,mediator,google,google
google.spend,google.conversions,controllable,outcome,google,google
google.spend,google.daily_trend,controllable,mediator,google,google
google.spend,google.hourly_performance,controllable,mediator,google,google
google.spend,google.impressions,controllable,mediator,google,google
google.spend,google.network_performance,controllable,mediator,google,google
google.spend,google.performance,controllable,mediator,google,google
google.spend,google.revenue,controllable,outcome,google,google
google.spend,google.search,controllable,mediator,google,google
google.spend,google.search_intent,controllable,mediator,google,google
google.spend,google.search_terms,controllable,mediator,google,google
google.spend,google.shopping_performance,controllable,mediator,google,google
google.spend,klaviyo.daily_trend,controllable,mediator,google,klaviyo
google.spend,klaviyo.engagement_rates,controllable,mediator,google,klaviyo
google.spend,klaviyo.list_growth,controllable,mediator,google,klaviyo
google.spend,klaviyo.performance,controllable,mediator,google,klaviyo
google.spend,klaviyo.sms,controllable,mediator,google,klaviyo
google.spend,klaviyo.weekly_trend,controllable,mediator,google,klaviyo
google.spend,meta.clicks,controllable,mediator,google,meta
google.spend,meta.impressions,controllable,mediator,google,meta
google.spend,meta.monthly_trend,controllable,mediator,google,meta
google.spend,store.conversion,controllable,outcome,google,store
google.spend,store.price.avg,controllable,outcome,google,store
google.spend,store.revenue,controllable,outcome,google,store
google.spend,web.bounce.rate,controllable,mediator,google,web
google.spend,web.cart_abandonment,controllable,mediator,google,web
google.spend,web.conversion.rate,controllable,outcome,google,web
google.spend,web.engagement.rate,controllable,mediator,google,web
google.spend,web.orders,controllable,outcome,google,web
google.spend,web.revenue,controllable,outcome,google,web
google.spend,web.sessions,controllable,mediator,google,web
google.spend,web.users,controllable,mediator,google,web
klaviyo.daily_trend,blended.active_campaigns,mediator,mediator,klaviyo,blended
klaviyo.daily_trend,blended.aov,mediator,outcome,klaviyo,blended
klaviyo.daily_trend,blended.checkout,mediator,mediator,klaviyo,blended
klaviyo.daily_trend,blended.conversion.rate,mediator,outcome,klaviyo,blended
klaviyo.daily_trend,blended.conversion_value,mediator,outcome,klaviyo,blended
klaviyo.daily_trend,blended.conversions,mediator,outcome,klaviyo,blended
klaviyo.daily_trend,blended.mer,mediator,outcome,klaviyo,blended
klaviyo.daily_trend,blended.orders,mediator,outcome,klaviyo,blended
klaviyo.daily_trend,blended.revenue,mediator,outcome,klaviyo,blended
klaviyo.daily_trend,ecom.aov,mediator,outcome,klaviyo,ecom
klaviyo.daily_trend,ecom.customers,mediator,outcome,klaviyo,ecom
klaviyo.daily_trend,ecom.days_between_orders.avg,mediator,outcome,klaviyo,ecom
klaviyo.daily_trend,ecom.new_customer_orders,mediator,outcome,klaviyo,ecom
klaviyo.daily_trend,ecom.orders,mediator,outcome,klaviyo,ecom
klaviyo.daily_trend,ecom.orders_per_customer.avg,mediator,outcome,klaviyo,ecom
klaviyo.daily_trend,ecom.returning_customer_orders,mediator,outcome,klaviyo,ecom
klaviyo.daily_trend,ecom.revenue,mediator,outcome,klaviyo,ecom
klaviyo.daily_trend,google.ad_position,mediator,mediator,klaviyo,google
klaviyo.daily_trend,google.clicks,mediator,mediator,klaviyo,google
klaviyo.daily_trend,google.conversions,mediator,outcome,klaviyo,google
klaviyo.daily_trend,google.cpa,mediator,outcome,klaviyo,google
klaviyo.daily_trend,google.daily_trend,mediator,mediator,klaviyo,google
klaviyo.daily_trend,google.hourly_performance,mediator,mediator,klaviyo,google
klaviyo.daily_trend,google.impressions,mediator,mediator,klaviyo,google
klaviyo.daily_trend,google.network_performance,mediator,mediator,klaviyo,google
klaviyo.daily_trend,google.performance,mediator,mediator,klaviyo,google
klaviyo.daily_trend,google.revenue,mediator,outcome,klaviyo,google
klaviyo.daily_trend,google.roas,mediator,outcome,klaviyo,google
klaviyo.daily_trend,google.search,mediator,mediator,klaviyo,google
klaviyo.daily_trend,google.search_intent,mediator,mediator,klaviyo,google
klaviyo.daily_trend,google.search_terms,mediator,mediator,klaviyo,google
klaviyo.daily_trend,google.shopping_performance,mediator,mediator,klaviyo,google
klaviyo.daily_trend,klaviyo.engagement_rates,mediator,mediator,klaviyo,klaviyo
klaviyo.daily_trend,klaviyo.list_growth,mediator,mediator,klaviyo,klaviyo
klaviyo.daily_trend,klaviyo.performance,mediator,mediator,klaviyo,klaviyo
klaviyo.daily_trend,klaviyo.sms,mediator,mediator,klaviyo,klaviyo
klaviyo.daily_trend,klaviyo.weekly_trend,mediator,mediator,klaviyo,klaviyo
klaviyo.daily_trend,meta.clicks,mediator,mediator,klaviyo,meta
klaviyo.daily_trend,meta.impressions,mediator,mediator,klaviyo,meta
klaviyo.daily_trend,meta.monthly_trend,mediator,mediator,klaviyo,meta
klaviyo.daily_trend,store.conversion,mediator,outcome,klaviyo,store
klaviyo.daily_trend,store.price.avg,mediator,outcome,klaviyo,store
klaviyo.daily_trend,store.revenue,mediator,outcome,klaviyo,store
klaviyo.daily_trend,web.bounce.rate,mediator,mediator,klaviyo,web
klaviyo.daily_trend,web.cart_abandonment,mediator,mediator,klaviyo,web
klaviyo.daily_trend,web.conversion.rate,mediator,outcome,klaviyo,web
klaviyo.daily_trend,web.engagement.rate,mediator,mediator,klaviyo,web
klaviyo.daily_trend,web.orders,mediator,outcome,klaviyo,web
klaviyo.daily_trend,web.revenue,mediator,outcome,klaviyo,web
klaviyo.daily_trend,web.sessions,mediator,mediator,klaviyo,web
klaviyo.daily_trend,web.users,mediator,mediator,klaviyo,web
klaviyo.engagement_rates,blended.active_campaigns,mediator,mediator,klaviyo,blended
klaviyo.engagement_rates,blended.aov,mediator,outcome,klaviyo,blended
klaviyo.engagement_rates,blended.checkout,mediator,mediator,klaviyo,blended
klaviyo.engagement_rates,blended.conversion.rate,mediator,outcome,klaviyo,blended
klaviyo.engagement_rates,blended.conversion_value,mediator,outcome,klaviyo,blended
klaviyo.engagement_rates,blended.conversions,mediator,outcome,klaviyo,blended
klaviyo.engagement_rates,blended.mer,mediator,outcome,klaviyo,blended
klaviyo.engagement_rates,blended.orders,mediator,outcome,klaviyo,blended
klaviyo.engagement_rates,blended.revenue,mediator,outcome,klaviyo,blended
klaviyo.engagement_rates,ecom.aov,mediator,outcome,klaviyo,ecom
klaviyo.engagement_rates,ecom.customers,mediator,outcome,klaviyo,ecom
klaviyo.engagement_rates,ecom.days_between_orders.avg,mediator,outcome,klaviyo,ecom
klaviyo.engagement_rates,ecom.new_customer_orders,mediator,outcome,klaviyo,ecom
klaviyo.engagement_rates,ecom.orders,mediator,outcome,klaviyo,ecom
klaviyo.engagement_rates,ecom.orders_per_customer.avg,mediator,outcome,klaviyo,ecom
klaviyo.engagement_rates,ecom.returning_customer_orders,mediator,outcome,klaviyo,ecom
klaviyo.engagement_rates,ecom.revenue,mediator,outcome,klaviyo,ecom
klaviyo.engagement_rates,google.ad_position,mediator,mediator,klaviyo,google
klaviyo.engagement_rates,google.clicks,mediator,mediator,klaviyo,google
klaviyo.engagement_rates,google.conversions,mediator,outcome,klaviyo,google
klaviyo.engagement_rates,google.cpa,mediator,outcome,klaviyo,google
klaviyo.engagement_rates,google.daily_trend,mediator,mediator,klaviyo,google
klaviyo.engagement_rates,google.hourly_performance,mediator,mediator,klaviyo,google
klaviyo.engagement_rates,google.impressions,mediator,mediator,klaviyo,google
klaviyo.engagement_rates,google.network_performance,mediator,mediator,klaviyo,google
klaviyo.engagement_rates,google.performance,mediator,mediator,klaviyo,google
klaviyo.engagement_rates,google.revenue,mediator,outcome,klaviyo,google
klaviyo.engagement_rates,google.roas,mediator,outcome,klaviyo,google
klaviyo.engagement_rates,google.search,mediator,mediator,klaviyo,google
klaviyo.engagement_rates,google.search_intent,mediator,mediator,klaviyo,google
klaviyo.engagement_rates,google.search_terms,mediator,mediator,klaviyo,google
klaviyo.engagement_rates,google.shopping_performance,mediator,mediator,klaviyo,google
klaviyo.engagement_rates,klaviyo.daily_trend,mediator,mediator,klaviyo,klaviyo
klaviyo.engagement_rates,klaviyo.list_growth,mediator,mediator,klaviyo,klaviyo
klaviyo.engagement_rates,klaviyo.performance,mediator,mediator,klaviyo,klaviyo
klaviyo.engagement_rates,klaviyo.sms,mediator,mediator,klaviyo,klaviyo
klaviyo.engagement_rates,klaviyo.weekly_trend,mediator,mediator,klaviyo,klaviyo
klaviyo.engagement_rates,meta.clicks,mediator,mediator,klaviyo,meta
klaviyo.engagement_rates,meta.impressions,mediator,mediator,klaviyo,meta
klaviyo.engagement_rates,meta.monthly_trend,mediator,mediator,klaviyo,meta
klaviyo.engagement_rates,store.conversion,mediator,outcome,klaviyo,store
klaviyo.engagement_rates,store.price.avg,mediator,outcome,klaviyo,store
klaviyo.engagement_rates,store.revenue,mediator,outcome,klaviyo,store
klaviyo.engagement_rates,web.bounce.rate,mediator,mediator,klaviyo,web
klaviyo.engagement_rates,web.cart_abandonment,mediator,mediator,klaviyo,web
klaviyo.engagement_rates,web.conversion.rate,mediator,outcome,klaviyo,web
klaviyo.engagement_rates,web.engagement.rate,mediator,mediator,klaviyo,web
klaviyo.engagement_rates,web.orders,mediator,outcome,klaviyo,web
klaviyo.engagement_rates,web.revenue,mediator,outcome,klaviyo,web
klaviyo.engagement_rates,web.sessions,mediator,mediator,klaviyo,web
klaviyo.engagement_rates,web.users,mediator,mediator,klaviyo,web
klaviyo.list_growth,blended.active_campaigns,mediator,mediator,klaviyo,blended
klaviyo.list_growth,blended.aov,mediator,outcome,klaviyo,blended
klaviyo.list_growth,blended.checkout,mediator,mediator,klaviyo,blended
klaviyo.list_growth,blended.conversion.rate,mediator,outcome,klaviyo,blended
klaviyo.list_growth,blended.conversion_value,mediator,outcome,klaviyo,blended
klaviyo.list_growth,blended.conversions,mediator,outcome,klaviyo,blended
klaviyo.list_growth,blended.mer,mediator,outcome,klaviyo,blended
klaviyo.list_growth,blended.orders,mediator,outcome,klaviyo,blended
klaviyo.list_growth,blended.revenue,mediator,outcome,klaviyo,blended
klaviyo.list_growth,ecom.aov,mediator,outcome,klaviyo,ecom
klaviyo.list_growth,ecom.customers,mediator,outcome,klaviyo,ecom
klaviyo.list_growth,ecom.days_between_orders.avg,mediator,outcome,klaviyo,ecom
klaviyo.list_growth,ecom.new_customer_orders,mediator,outcome,klaviyo,ecom
